search_group,candidate_idx,target,seed,matched_target,predicted_target,predicted_objective,predicted_rmse,predicted_gap,familiar_transition,novel_transition,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,full_familiar_naive,occlusion_familiar_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_naive,occlusion_novel_naive,full_novel_expert,occlusion_novel_expert
standard,21,FF_FB_narrow_familiar,11,True,FF_FB_narrow_familiar,1.2979297686639861,1.9250836372375488,1.6898547790401306,FF -> FF,unresponsive -> unresponsive,2.0,0.015371502377092838,0.011346789076924324,0.010934527032077312,0.23224326968193054,1.914414882659912,0.36050093173980713,1.9631915092468262,0.1886281708876292,0.0002286907925736159,0.1262543519337972,0.0015616451428892711,0.0006236524728592485,1.5233869514001222e-05,0.0003083177706381927,0.0006819360617858669
standard,21,FF_FB_narrow_familiar,23,True,FF_FB_narrow_familiar,1.226596334396163,1.8332949876785278,1.7140531424316579,FF -> FF,unresponsive -> unresponsive,2.0,0.015371502377092838,0.011346789076924324,0.010934527032077312,0.23224326968193054,1.914414882659912,0.36050093173980713,1.9631915092468262,0.18408811191717783,0.00021580765702916931,0.12113902022441228,0.0021731933190797764,0.0,0.000980090643861331,4.003219655714929e-05,0.0008977148565463722
standard,21,FF_FB_narrow_familiar,37,True,FF_FB_narrow_familiar,1.3270709519274533,1.9396634101867676,1.588031577132642,FF -> FF,unresponsive -> unresponsive,2.0,0.015371502377092838,0.011346789076924324,0.010934527032077312,0.23224326968193054,1.914414882659912,0.36050093173980713,1.9631915092468262,0.18810200095176696,7.945187032589728e-05,0.12905291914939881,0.0019490851555019617,0.005722284332538644,0.0004168452064429099,0.005136406638969978,0.0006089032438467256
standard,8,FF_FB_narrow_familiar,11,True,FF_FB_narrow_familiar,2.53935379087925,3.393303632736206,1.256972209612528,FF -> FF,unresponsive -> unresponsive,1.444726824760437,0.034534282982349396,0.005981015041470528,0.05308292433619499,0.003904111450538039,0.00024642026983201504,0.10409379005432129,0.013007466681301594,0.27839236160119374,0.0018014982265109817,0.1768165186047554,0.004763321733723084,0.015760964527726174,0.009676400168488423,0.010071772088607153,0.012472994749744733
standard,8,FF_FB_narrow_familiar,23,True,FF_FB_narrow_familiar,2.4474553608645997,3.2685608863830566,1.2201922190686063,FF -> FF,unresponsive -> unresponsive,1.444726824760437,0.034534282982349396,0.005981015041470528,0.05308292433619499,0.003904111450538039,0.00024642026983201504,0.10409379005432129,0.013007466681301594,0.2690665304660797,0.0023153455384696525,0.17422072738409042,0.006162089326729377,0.01573966300735871,0.011305857573946317,0.016994832083582878,0.013742791675031184
standard,8,FF_FB_narrow_familiar,37,True,FF_FB_narrow_familiar,2.5311528286586205,3.3727822303771973,1.2251927055418492,FF -> FF,unresponsive -> unresponsive,1.444726824760437,0.034534282982349396,0.005981015041470528,0.05308292433619499,0.003904111450538039,0.00024642026983201504,0.10409379005432129,0.013007466681301594,0.2783390442530314,0.0012017008615657688,0.1734362244606018,0.005003661336377263,0.014737156468133132,0.009987362970908483,0.016223411386211712,0.013192855194211007
standard,5,FF_FB_narrow_novel,11,True,FF_FB_narrow_novel,-0.32690345495939255,0.2559123635292053,2.9082547460993133,unresponsive -> unresponsive,FF -> FF,0.01,0.9,0.01,0.15,0.3,0.3,0.3,0.3,0.011315325523416202,0.0,0.011224053800106049,0.0012052507624806216,0.1553885817527771,0.024949262912074725,0.16299044440189997,0.02943173758685589
standard,5,FF_FB_narrow_novel,23,True,FF_FB_narrow_novel,-0.4754155899708469,0.1113225668668747,3.132250829661886,unresponsive -> unresponsive,FF -> FF,0.01,0.9,0.01,0.15,0.3,0.3,0.3,0.3,0.0040630620128164685,0.0,0.0028679473791271446,0.0036537086746344966,0.15108502010504404,0.02632801594833533,0.15747180928786594,0.031142964338262875
standard,5,FF_FB_narrow_novel,37,True,FF_FB_narrow_novel,-0.44826585345823944,0.16054221987724304,3.1457776887885602,unresponsive -> unresponsive,FF -> FF,0.01,0.9,0.01,0.15,0.3,0.3,0.3,0.3,0.0008538678773523619,0.0,0.0018999174780522784,0.0023592982285966474,0.152237406373024,0.02402413251499335,0.15982958376407624,0.029449787363409995
standard,23,FF_FB_narrow_novel,11,True,FF_FB_narrow_novel,-0.2618437349175413,0.2878947854042053,2.674150540307164,unresponsive -> unresponsive,FF -> FF,0.0063927387818694115,1.0903656482696533,0.006746961735188961,0.10626577585935593,0.5601662397384644,0.49821770191192627,0.7717635035514832,0.2816236615180969,0.00949797738964359,0.0,0.009450025794406732,0.0010737636854173615,0.14265429427226384,0.013789196498692036,0.1511629690726598,0.01772929678360621
