transition,transition_label,transition_row,experiment_phase,phase_label,phase_index,condition,condition_label,condition_index,image_type,trace_label,trace_index,y,y_sem,y_raw_mean,trial_step,relative_step,baseline_mean,baseline_std,baseline_n,n_trials,trial_len,stim_start,stim_end
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.24369369088490975,0.26253734168188786,0.03772261831909418,88.0,-2.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.28205594133176726,0.23971134817965883,0.038183776289224626,89.0,-1.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.12577502665509993,0.22826668051750468,0.036305101588368416,90.0,0.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.0062524877146994395,0.22606810122537763,0.03471798039972782,91.0,1.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.08357214183207531,0.2278642480818327,0.03378851003944874,92.0,2.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.22411009938427712,0.21647102075533634,0.03209908362478018,93.0,3.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.32932455875356975,0.21705552168008982,0.030834285914897917,94.0,4.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.4470791955940103,0.20972167904881395,0.02941874098032713,95.0,5.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.5694417686938844,0.19923558925534612,0.027947803400456904,96.0,6.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.6856862100398156,0.18927381649629577,0.026550412736833097,97.0,7.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.7699126475325324,0.1849348454204526,0.02553791496902704,98.0,8.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.8616849414839871,0.17110055568025537,0.024434707406908274,99.0,9.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-0.963317209083035,0.1625455242881429,0.0232129717245698,100.0,10.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.059867858266338,0.1544182477488023,0.02205232288688421,101.0,11.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.1515909563967794,0.14669733309076058,0.020949706714600325,102.0,12.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.2387279116291272,0.13936246722426796,0.019902221206575633,103.0,13.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.3215080307209184,0.13239434684466947,0.01890710983425379,104.0,14.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.4001491155802066,0.12577463070192837,0.017961754370480774,105.0,15.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.4748581682765451,0.11948589046884842,0.01706366641446948,106.0,16.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.536700158576378,0.10882237626505671,0.01632025521248579,107.0,17.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.6045816602850134,0.10338125405055262,0.015504242200404406,108.0,18.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.66906909194401,0.0982121892108647,0.014729029778391124,109.0,19.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.7303321442726838,0.09330158131928552,0.013992578070610762,110.0,20.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.7358753976791217,0.07743831969553142,0.013925941847264766,111.0,21.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.7937981157399752,0.07356640086276615,0.013229644764214754,112.0,22.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.842379748233265,0.07161941314196021,0.012645638175308704,113.0,23.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,-1.8949772549643096,0.06803843998870698,0.012013356201350689,114.0,24.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
