transition,transition_label,transition_row,experiment_phase,phase_label,phase_index,condition,condition_label,condition_index,image_type,trace_label,trace_index,step,y,y_raw,y_baseline_zscore,baseline_mean,baseline_std,baseline_n,plot_window_start,plot_window_end,stim_start,stim_end,experiment_series,seed
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1098.0,-0.8237161983949716,0.03436623886227608,-0.8237161983949716,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1099.0,-1.019682217049679,0.03264792636036873,-1.019682217049679,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1100.0,-1.2058498498010413,0.031015530228614807,-1.2058498498010413,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1101.0,-0.5793640906735289,0.036508820950984955,-0.5793640906735289,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1102.0,-0.4055490603650307,0.038032904267311096,-0.4055490603650307,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1103.0,-0.6224233721932777,0.03613125905394554,-0.6224233721932777,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1104.0,-0.828454159613985,0.03432469442486763,-0.828454159613985,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1105.0,-0.6555173005608402,0.03584107756614685,-0.6555173005608402,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1106.0,-0.1756236876789217,0.0400489866733551,-0.1756236876789217,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1107.0,-0.40399452305330447,0.03804653510451317,-0.40399452305330447,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1108.0,-0.6209465829897903,0.036144208163022995,-0.6209465829897903,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1109.0,-0.8270508699882317,0.03433699905872345,-0.8270508699882317,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
